library.prep.pool,skip.lib.prep.,Extraction.date,Extraction.conc.,unique_ID,aluminum_band,prev_band,prev_band_2,tissue_number,tissue_number_2,tissue_number_3,tissue_number_4,color_band_lr,color_band_2,sex,age,date_banded,year,plot,longitude,latitude,gps_certainty,pedigree_info,bled,blood_hemat,blood_plasma,blood_whole,feather,freezer_storage_box_location,tissue_notes,mass,bill_depth,bill_length_culmen,bill_length_nares,bill_width,tail,tarsus1,tarsus2,wing_left,wing_right,banders,percent_pine,percent_oak,percent_other,habitat,region,mol.sex
NA,,9-Dec-25,27,U_23,1833-00405,NA,,F15-145,,,,UYU;AOS,NA,?,HY,12/10/15,2015,SZ SC,-119.57753,34.0380767,Trap Setup,NA,Yes,No,No,Yes,Yes,1.W4.H1,NA,113.8,10.23,32.13,24.55,9.82,146,46.33,46.17,NA,134,NOL,0,0.38433933,0.61566067,oak,east,M
NA,,9-Dec-25,17.2,U_24,1833-00407,NA,,F15-149,,,,YYY;AOO,NA,?,AHY,12/12/15,2015,SZ SC,-119.58228,34.0366877,Trap Setup,NA,Yes,No,No,Yes,Yes,1.W4.H5,NA,105.7,9.35,31.38,22.49,9.31,145,44.2,44.38,NA,134,NOL,0,0.30778475,0.69221525,oak,east,F
NA,,10-Dec-25,92.1,U_25,1893-09030,NA,,F19-008,,,,;A,NA,?,HY,10/18/19,2019,SZ PEL,-119.69201,34.0228745,Trap Setup,NA,Yes,NA,NA,Yes,Yes,1.W12.A8,NA,122.9,10.62,35.4,27.28,8.79,157,46.64,NA,NA,140,MAY,0.2993297,0.44025885,0.26041146,pine,central,M
NA,,10-Dec-25,140,U_26,1893-09086,NA,,S20-024,,,,GUP;ARR,NA,?,SY,3/27/20,2020,SZ IST,-119.60094,34.0129173,Trap Setup,NA,Yes,NA,NA,Yes,Yes,1.W14.C6,NA,114.6,10.19,34.44,23.71,8.41,145,44.47,44.55,NA,133,MAY,0.0446177,0.63078496,0.32459734,pine,east,M
NA,,9-Jan-25,120,U_27,1893-42394,,,FA25-089,,,,UA/UU,,?,AHY,,2025,SZ SAU,-119.8152287,34.0113961,,,,,,,,,,NA,10.33,35.19,25.13,8.95,152,45.28,45.28,NA,138,,NA,NA,,,,M
NA,,9-Jan-25,158,U_28,1893-42396,,,FA25-092,,,,BA/BY,,?,HY,,2025,SZ FS,-119.7340311,33.99967059,,,,,,,,,,NA,10.32,33.07,24.42,9.66,154,45.17,45.1,NA,135,,NA,NA,,,,M
NA,,9-Jan-25,38.5,U_29,1793-94838,,,FA25-093,,,,OA/BO,,?,AHY,,2025,SZ FS,-119.7340311,33.99967059,,,,,,,,,,NA,10.6,33.51,25.46,9.58,145,42.74,42.73,NA,134,,NA,NA,,,,M
NA,,8-Dec-25,5.45,U_3,1603-78783,NA,,S11-108,,,,KPP;AU,NA,?,AHY,6/23/11,2011,SZ Off-plot,-119.61767,34.002573,Trap Setup,NA,Yes,Yes,Yes,Yes,Yes,1.V7.G3,NA,109,9.35,33.73,25.2,9.26,0,45.76,NA,NA,0,KL,0.18600215,0.44102122,0.37297663,pine,east,F
NA,,9-Jan-25,187,U_33,1793-94839,,,FA25-098,,,,BA/WR,,?,AHY,,2025,SZ Off-plot,-119.7957827,34.01325533,,,,,,,,,,NA,10.46,34.25,25.72,9.27,153,44.91,44.83,NA,136,,NA,NA,,,,M
NA,,9-Jan-25,103,U_35,1893-42400,,,FA25-101,,,,WA/WU,,?,HY,,2025,SZ PZ,-119.7561264,34.01016643,,,,,,,,,,NA,10.11,33.08,23.91,9.42,143,44.06,44.04,NA,134,,NA,NA,,,,M
NA,,9-Jan-25,77.4,U_36,1713-43420,,,FA25-102,,,,UA/OY,,?,HY,,2025,SZ PZ,-119.7561264,34.01016643,,,,,,,,,,NA,9.23,30.94,22.83,8.23,145,42.86,42.85,NA,128,,NA,NA,,,,F
NA,,8-Dec-25,5.94,U_4,1603-78796,NA,,F11-069,,,,GUP;UA,NA,?,HY,10/12/11,2011,SZ Off-plot,-119.68315,33.9990878,Trap Setup,NA,Yes,No,No,Yes,Yes,1.V10.H5,NA,113.2,9.7,33.72,24.4,8.82,149,44.53,NA,NA,131,KL,0,0.51144898,0.48855102,oak,central,M
NA,,8-Dec-25,9.12,U_5,1603-79312,NA,,F09-013,,,,OPB;AG,NA,?,AHY,9/14/09,2009,SZ Off-plot,-119.69062,34.0202815,Trap Setup,NA,No,Yes,Yes,Yes,Yes,1.V2.B4,NA,105.68,9.65,30.54,22.96,8.71,146,45.02,45.04,NA,134,KL,0.20879068,0.48546419,0.30574513,pine,central,F
NA,,8-Dec-25,30.7,U_6,1713-24980,NA,,F19-057,,,,-;-,NA,?,HY,11/9/19,2019,SZ PEL,-119.68825,34.0107953,Trap Setup,NA,Yes,NA,NA,Yes,Yes,1.W12.G3,NA,109.3,10.37,31.35,22.36,8.66,145,44.87,NA,NA,128,ARR,0,0.5089076,0.4910924,oak,central,F
NA,,9-Dec-25,18.7,U_8,1783-24626,NA,,F10-030,,,,GBU;AY,NA,?,AHY,9/29/10,2010,SZ Off-plot,-119.71698,33.9879865,Trap Setup,NA,Yes,Yes,Yes,Yes,Yes,1.V5.D3,NA,111.8,10.45,33.31,25.08,9.53,155,47.19,NA,NA,138,KL,0,0.5953487,0.40465131,oak,central,M
NA,,9-Dec-25,52.8,U_9,1783-24632,NA,,F10-044,,,,RRK;AY,NA,?,AHY,10/4/10,2010,SZ Off-plot,-119.74052,33.9688389,Trap Setup,NA,Yes,Yes,Yes,Yes,Yes,1.V5.E7,NA,121.16,10.17,33.12,24.72,9.92,148,47.92,NA,NA,134,KL,0,0.8054213,0.1945787,oak,central,M
