library.prep.pool,skip.lib.prep.,Extraction.date,Extraction.conc.,unique_ID,aluminum_band,prev_band,prev_band_2,tissue_number,tissue_number_2,tissue_number_3,tissue_number_4,color_band_lr,color_band_2,sex,age,date_banded,year,plot,longitude,latitude,gps_certainty,pedigree_info,bled,blood_hemat,blood_plasma,blood_whole,feather,freezer_storage_box_location,tissue_notes,mass,bill_depth,bill_length_culmen,bill_length_nares,bill_width,tail,tarsus1,tarsus2,wing_left,wing_right,banders,percent_pine,percent_oak,percent_other,habitat,region,mol.sex
NA,,5-Jan-25,40.6,M_42,1603-79117,NA,,F09-132,,,,GUG;AU,NA,M,ASY,11/12/09,2009,SZ Off-plot,-119.62361,34.0001566,Trap Setup,NA,No,No,No,Yes,Yes,1.V3.F5,NA,118.2,10.27,34.49,26.89,9.43,156,46.68,46.73,NA,140,KL,0.0255249,0.42476581,0.54970929,pine,east,M
NA,,5-Jan-25,139,M_43,1603-79150,NA,,812,S11-084,,,WWG,AR,M,ASY,4/22/09,2009,SZ FS,-119.7232837,33.9974547,Estimate,NA,Yes,NA,NA,Yes,Yes,1.V1.G6,NA,124.56,NA,32.92,24.71,NA,157,46.25,47.04,NA,136,LC,0,0.20786327,0.79213674,oak,central,M
NA,,5-Jan-25,27.2,M_44,1603-79152,NA,,F10-062,S10-004,S11-055,,PYR,AY,M,ASY,10/12/10,2010,SZ CPC,-119.7231391,33.97584206,Trap Setup,NA,Yes,Yes,Yes,Yes,Yes,1.V5.G7,NA,121.69,10.07,33.35,25.02,9.58,158,47.58,NA,NA,138,KL,0,0.51795603,0.48204397,oak,central,M
NA,,5-Jan-25,64.2,M_45,1603-79154,NA,,S12-002,,,,OGW,AY,M,ASY,3/21/12,2012,SZ CPC,-119.721268,33.97742497,Estimate,NA,Yes,No,No,Yes,Yes,1.V12.F2,NA,118.35,10.67,29.07,23.07,10.28,153,47.5,48.61,NA,139,MAD,0,0.48116082,0.51883918,oak,central,M
NA,,5-Jan-25,45.8,M_46,1603-79171,NA,,F10-172,,,,WGG,AP,M,ASY,12/1/10,2010,SZ PZ,-119.7598978,34.0062865,Trap Setup,NA,Yes,No,No,Yes,Yes,1.V7.A9,NA,123.1,10.22,32.95,25.35,9.13,158,46.74,NA,NA,141,KL,0,0.59278283,0.40721717,oak,west,M
NA,,5-Jan-25,35.2,M_47,1603-79263,NA,,F10-076,,,,ROW,AR,M,ASY,10/17/10,2010,SZ FS,-119.740016,34.00099776,Trap Setup,NA,Yes,No,No,Yes,Yes,1.V5.I3,NA,119.48,10.67,34.06,25.27,9.42,155,46.1,NA,NA,139,KL,0,0.440155,0.559845,oak,central,M
NA,,5-Jan-25,95.3,M_48,1603-79268,1703-64649,,821,F11-160,,,UWB,AP,M,ASY,6/12/09,2009,SZ PZ,-119.7563715,34.01076764,Estimate,NA,Yes,NA,NA,NA,Yes,1.V1.F7,NA,118.82,10.82,34.13,23.02,9.36,153,48.12,48.27,NA,136,LC,0,0.41431173,0.58568827,oak,west,M
NA,,5-Jan-25,38.8,M_49,1603-79270,NA,,F10-126,,,,KWW,AP,M,ASY,11/10/10,2010,SZ PZ,-119.7569829,34.01087744,Trap Setup,NA,Yes,No,No,Yes,Yes,1.V6.E8,NA,119.5,10.25,35.3,26.78,9.25,155,46.34,NA,NA,138,KL,0,0.40918668,0.59081332,oak,west,M
NA,,19-Dec-25,45.9,M_5,1363-74553,NA,,F09-036,,,,BOK,NA,M,AHY,9/27/09,2009,SZ Off-plot,-119.8560007,34.015738,Trap Setup,NA,No,No,No,Yes,Yes,1.V2.D9,NA,116.6,10.37,34.07,24.83,9.08,159,46.39,46.35,NA,137,KL,0,0.5132438,0.48675621,oak,,M
NA,,5-Jan-25,26.2,M_50,1603-79301,NA,,F09-001,S11-023,,,WRU,AR,M,HY,9/7/09,2009,SZ FS,-119.7402803,34.00113611,Trap Setup,NA,No,Yes,Yes,Yes,Yes,1.V2.A1,NA,127.6,10.79,33.6,25.39,8.84,150,46.41,46.51,NA,132,KL,0,0.44616443,0.55383557,oak,central,M
NA,,5-Jan-25,48.1,M_51,1603-79303,NA,,F09-003,F11-032,S11-029,,PUG,AR,M,HY,9/8/09,2009,SZ FS,-119.7351363,34.00082634,Estimate,NA,No,Yes,Yes,Yes,Yes,1.V2.A3,NA,120.63,10.61,32.09,24.52,9,156,47.49,47.18,NA,134,KL,0,0.4484226,0.5515774,oak,central,M
NA,,5-Jan-25,31.7,M_52,1603-79304,1603-73404,,F09-004,F10-077,,,YUG,AR,M,AHY,9/8/09,2009,SZ FS,-119.7409327,34.00204507,Estimate,NA,No,Yes,Yes,Yes,Yes,1.V2.A4,original band 1603-73404,128.33,10.54,34.66,26.31,9.54,164,47.39,47.69,NA,142,KL,0,0.4112854,0.5887146,oak,central,M
NA,,5-Jan-25,11.6,M_53,1603-79310,NA,,F09-010,,,,RPK,AY,M,AHY,9/13/09,2009,SZ CPC,-119.7221176,33.97107865,Estimate,NA,No,Yes,Yes,Yes,Yes,1.V2.B1,NA,113.99,NA,NA,NA,NA,156,NA,NA,NA,138,KL,0,0.38406362,0.61593638,oak,central,M
NA,,5-Jan-25,39.2,M_54,1603-79328,NA,,F09-035,,,,PBO;AW,NA,M,SY,9/26/09,2009,SZ Off-plot,-119.80679,34.0162317,Trap Setup,NA,No,No,No,Yes,Yes,1.V2.D8,NA,111.62,9.78,32.54,24.28,9.2,149,45.89,45.93,NA,134,KL,0.3805429,0.33812993,0.28132717,pine,west,M
NA,,5-Jan-25,41.3,M_55,1603-79352,NA,,F09-111,,,,RBY;AW,NA,M,AHY,11/3/09,2009,SZ Off-plot,-119.86861,34.0216825,Trap Setup,NA,No,No,No,Yes,Yes,1.V3.D2,NA,123.08,10.26,32.71,24.37,9.58,147,48.15,48.01,NA,132,KL,0,0.22111971,0.77888029,oak,west,M
NA,,5-Jan-25,31.2,M_56,1603-79392,NA,,F10-074,N10-025,,,AR,UOY,M,HY,10/17/10,2010,SZ FS,-119.7402268,34.00115534,Trap Setup,1603-79304 father; 1603-79302 mother,Yes,Yes,Yes,Yes,Yes,1.V5.I1,NA,117.93,9.98,33.83,25.85,9.37,151,46.94,NA,133,KL,0,0.44303289,0.55696711,oak,central,,M
NA,,5-Jan-25,62.4,M_57,1703-24635,NA,,F11-093,,,,OBO;AO,NA,M,AHY,10/26/11,2011,SZ Off-plot,-119.58151,34.0403823,Trap Setup,NA,Yes,No,No,Yes,Yes,1.V11.B1,NA,122,9.85,32.9,24.46,9.43,156,47.34,NA,NA,140,KL,0,0.23190212,0.76809788,oak,east,M
NA,,5-Jan-25,22.1,M_58,1703-64453,NA,,S14-003,,,,PRW,AWB,M,ASY,3/6/14,2014,SZ SAU,-119.8165287,34.01172249,Trap Setup,NA,Yes,No,No,Yes,Yes,1.W16.A3,NA,112.7,10.34,NA,25.18,9.29,156,45.58,45.35,NA,137,KNF,0.78138145,0.16435664,0.05426191,pine,west,M
NA,,5-Jan-25,35,M_59,1703-64480,NA,,F14-022,,,,OKB,AWO,M,AHY,10/23/14,2014,SZ SAU,-119.82036,34.00081508,Trap Setup,NA,Yes,No,No,Yes,Yes,1.X1.G1,NA,116.7,10.42,35.14,24.87,9.22,152,44.68,45.35,NA,133,EMD,0.34707809,0.35408911,0.2988328,pine,west,M
NA,,19-Dec-25,48.4,M_6,1363-74556,NA,,F09-042,,,,BYP,AP,M,HY,9/28/09,2009,SZ PZ,-119.7575484,34.00459935,Trap Setup,NA,No,Yes,Yes,Yes,Yes,1.V2.E6,NA,116.76,10.24,34.37,25.67,9.03,150,47.55,47.72,NA,134,KL,0,0.77971879,0.22028121,oak,west,M
NA,,5-Jan-25,45.3,M_60,1703-64551,NA,,F15-133,,,,OBW;AOO,NA,M,AHY,12/9/15,2015,SZ SC,-119.57852,34.039886,Trap Setup,NA,Yes,No,No,Yes,Yes,1.W4.F7,NA,120.9,10.28,32.45,23.54,10.02,158,46.34,46.17,NA,141,NOL,0,0.22494182,0.77505818,oak,east,M
NA,,5-Jan-25,112,M_61,1703-64587,NA,,F16-033,,,,BUY,APU,M,HY,11/6/16,2016,SZ PZ,-119.7564801,34.01049476,Location,NA,Yes,No,No,Yes,Yes,1.W6.D6,NA,117.7,10.09,33.47,23.03,8.52,149,48.68,48.61,NA,139,MAD,0,0.41343069,0.58656931,oak,west,M
NA,,5-Jan-25,38.5,M_62,1703-64588,1783-24659,1603-79396,F10-115,N10-028,,,AP,URB,M,HY,11/5/10,2010,SZ PZ,-119.7561112,34.01,Location,NA,Yes,Yes,Yes,Yes,Yes,1.V6.D6,original band 1783-24659,125.52,10.11,32.46,24.35,9.39,152,47.34,NA,NA,135,KL,0,0.42142401,0.57857599,oak,west,M
NA,,5-Jan-25,35.2,M_63,1703-64607,NA,,S11-048,,,,UWW,AP,M,ASY,6/9/11,2011,SZ PZ,-119.7667735,34.0076825,Trap Setup,NA,Yes,Yes,Yes,Yes,Yes,1.V8.E9,NA,122.11,10.27,33.03,24.24,9.17,155,48.37,48.37,NA,136,KL,0,0.44627882,0.55372118,oak,west,M
NA,,5-Jan-25,27.3,M_64,1703-64608,NA,,S11-065,,,,GKP,AR,M,SY,6/12/11,2011,SZ FS,-119.7192396,33.99846611,Trap Setup,NA,Yes,No,No,Yes,Yes,1.V8.F8,NA,122.38,10.57,33.67,23.76,9.32,0,46.52,NA,NA,129,KL,0,0.42129151,0.57870849,oak,central,M
NA,,5-Jan-25,47.2,M_66,1703-64630,NA,,F11-065,,,,KRB;AW,NA,M,AHY,10/9/11,2011,SZ Off-plot,-119.85593,34.0175606,Trap Setup,NA,Yes,No,No,Yes,Yes,1.V10.H1,NA,123.12,10.32,34.08,25.8,9.27,157,47.64,NA,NA,139,KL,0,0.28658351,0.7134165,oak,west,M
NA,,5-Jan-25,49.8,M_67,1703-64631,NA,,F11-070,,,,WUU;AU,NA,M,AHY,10/13/11,2011,SZ Off-plot,-119.60371,34.0163927,Trap Setup,NA,Yes,No,No,Yes,Yes,1.V10.H6,NA,121.8,10.1,35.24,26.06,9.31,155,48.51,NA,NA,140,KL,0.19621589,0.58571164,0.21807247,pine,east,M
NA,,5-Jan-25,79.2,M_69,1703-64638,NA,,F11-102,,,,WYO;AG,NA,M,AHY,10/29/11,2011,SZ Off-plot,-119.69919,34.0282161,Trap Setup,NA,Yes,No,No,Yes,Yes,1.V11.B10,NA,122,10.26,36.22,27.6,9.2,160,47.18,NA,NA,141,KL,0.18072478,0.24450998,0.57476524,pine,central,M
NA,,19-Dec-25,26.5,M_7,1363-74558,NA,,F09-044,F10-162,,,WUB,AY,M,AHY,9/29/09,2009,SZ CPC,-119.7189183,33.97721596,Estimate,NA,No,No,No,Yes,Yes,1.V2.E8,NA,117.17,10.41,32.69,24.11,8.91,145,47.09,47.11,NA,138,KL,0,0.58391026,0.41608974,oak,central,M
NA,,5-Jan-25,66.1,M_70,1703-64646,NA,,F11-136,,,,GYP;AR,NA,M,HY,11/22/11,2011,SZ Off-plot,-119.6893,33.9858543,Trap Setup,NA,Yes,No,No,Yes,Yes,1.V11.F1,NA,123.19,10.15,33.81,25.39,9.33,145,47.53,NA,NA,133,KL,0,0.85737317,0.14262684,oak,central,M
NA,,5-Jan-25,40.1,M_71,1703-64665,NA,,F12-102,,,,YWW;AW,NA,M,AHY,11/20/12,2012,SZ Off-plot,-119.80154,34.01211,Estimate,NA,Yes,No,No,Yes,Yes,1.V14.C4,NA,0,10.26,NA,26.47,9.04,154,46.9,46.75,NA,140,LSD,0.58418988,0.10275165,0.31305847,pine,west,M
NA,,5-Jan-25,50.7,M_72,1713-24902,NA,,F11-090,,,,OGW;AO,NA,M,AHY,10/26/11,2011,SZ Off-plot,-119.58057,34.0411503,Trap Setup,NA,Yes,No,No,Yes,Yes,1.V11.A8,NA,120,10.17,33.29,24.74,9.23,161,45.89,NA,NA,140,KL,0,0.16915691,0.83084309,oak,east,M
NA,,6-Jan-25,56.4,M_73,1783-24605,NA,,F10-098,S10-019,,,URK,AY,M,AHY,10/28/10,2010,SZ CPC,-119.7268538,33.97492134,Trap Setup,NA,Yes,Yes,Yes,Yes,Yes,1.V6.B7,NA,119.89,10.23,32.61,24.57,9.38,156,47.02,NA,NA,138,KL,0,0.4114219,0.58857811,oak,central,M
NA,,6-Jan-25,73.3,M_74,1783-24620,NA,,F10-015,,,,GKG;AG,NA,M,AHY,9/26/10,2010,SZ Off-plot,-119.69829,34.030021,Trap Setup,NA,Yes,No,No,Yes,Yes,1.V5.B6,NA,121.54,10.45,33.42,25.61,9.42,158,48.96,49.36,NA,138,KL,0.02206585,0.32740026,0.65053389,pine,central,M
NA,,6-Jan-25,31.1,M_75,1783-24639,NA,,F10-060,,,,PUY;AP,NA,M,AHY,10/10/10,2010,SZ Off-plot,-119.77884,34.0118727,Trap Setup,NA,Yes,No,No,Yes,Yes,1.V5.G5,NA,119.76,10.37,34.13,25.52,9.7,157,47.51,NA,NA,136,KL,0,0.71579299,0.28420701,oak,west,M
NA,,6-Jan-25,48.7,M_76,1783-24642,NA,,F10-069,,,,UYR,AR,M,HY,10/16/10,2010,SZ FS,-119.7345482,34.00027211,Trap Setup,NA,Yes,Yes,Yes,Yes,Yes,1.V5.H5,NA,116.34,10.14,33,24.33,9.25,146,46.37,NA,NA,130,KL,0,0.4377017,0.5622983,oak,central,M
NA,,6-Jan-25,18.3,M_77,1783-24645,NA,,F10-082,,,,PPU;AW,NA,M,AHY,10/19/10,2010,SZ Off-plot,-119.80163,34.0018265,Trap Setup,NA,Yes,Yes,Yes,Yes,Yes,1.V5.I9,NA,123.65,10.7,35.08,25.8,9.31,156,48.39,NA,NA,140,KL,0,0.47512009,0.52487991,oak,west,M
NA,,6-Jan-25,31.3,M_78,1783-24646,NA,,F10-084,,,,YKO;AW,NA,M,AHY,10/19/10,2010,SZ Off-plot,-119.79785,34.0127214,Trap Setup,NA,Yes,Yes,Yes,Yes,Yes,1.V6.A2,NA,122.62,10.47,35.57,27,9.7,157,47.18,NA,NA,138,KL,0.52484658,0.11375794,0.36139548,pine,west,M
NA,,6-Jan-25,14.6,M_79,1783-24649,NA,,F10-092,S11-037,,,PBY,AR,M,HY,10/26/10,2010,SZ FS,-119.726414,33.99874894,Estimate,NA,Yes,Yes,Yes,Yes,Yes,1.V6.B1,NA,115.65,10.05,32.23,23.9,9.14,150,46.01,NA,NA,134,KL,0,0.29449465,0.70550535,oak,central,M
NA,,19-Dec-25,54.8,M_8,1363-74565,NA,,F10-022,,,,PBR,NA,M,SY,9/28/10,2010,SZ FS,-119.728541,33.99553746,Trap Setup,NA,Yes,Yes,Yes,Yes,Yes,1.V5.C4,NA,117.01,10.23,34.15,25.8,9.61,155,45.7,NA,NA,138,KL,0,0.55764833,0.44235168,oak,,M
NA,,6-Jan-25,51.9,M_80,1783-24653,NA,,F10-106,,,,YWW;AB,NA,M,AHY,10/29/10,2010,SZ Off-plot,-119.76018,33.9808129,Trap Setup,NA,Yes,Yes,Yes,Yes,Yes,1.V6.C6,NA,115.15,10.19,34.98,25.27,9.13,152,46.66,NA,NA,135,KL,0,0.53048719,0.46951281,oak,west,M
NA,,6-Jan-25,32.5,M_81,1783-24660,NA,,F10-121,,,,AP,WBG,M,HY,11/6/10,2010,SZ PZ,-119.7623906,34.00638376,Trap Setup,1603-79171 father; 1603-79332 mother,Yes,No,No,Yes,Yes,1.V6.E3,NA,116.43,10.2,32.81,25.08,8.73,147,45.85,NA,132,KL,0,0.58351571,0.41648429,oak,west,,M
NA,,6-Jan-25,51.1,M_82,1783-24667,NA,,F10-133,F11-047,,,GUY,AP,M,HY,11/10/10,2010,SZ PZ,-119.7589428,34.00587523,Trap Setup,NA,Yes,No,No,Yes,Yes,1.V6.F6,NA,115.92,9.63,33.51,25.08,8.85,148,46.05,NA,NA,131,KL,0,0.67050828,0.32949172,oak,west,M
NA,,6-Jan-25,30,M_83,1783-24673,NA,,F10-149,,,,RYU;AB,NA,M,AHY,11/22/10,2010,SZ Off-plot,-119.75968,33.9794899,Trap Setup,NA,Yes,No,No,Yes,Yes,1.V6.H4,NA,116.5,10.21,35.5,26.45,8.97,159,47.18,NA,NA,142,KL,0,0.50089862,0.49910138,oak,west,M
NA,,6-Jan-25,38.5,M_84,1783-24677,NA,,F10-166,,,,GYW,AY,M,ASY,11/29/10,2010,SZ CPC,-119.7200325,33.97648778,Trap Setup,NA,Yes,No,No,Yes,Yes,1.V7.A3,NA,126.23,10.29,34.09,25.33,9.37,156,47.71,NA,NA,136,KL,0,0.64523552,0.35476448,oak,central,M
NA,,6-Jan-25,53.7,M_85,1783-24679,NA,,F10-175,,,,YW,AP,M,AHY,12/1/10,2010,SZ PZ,-119.7598864,34.00626873,Trap Setup,NA,Yes,No,No,Yes,Yes,1.V7.B3,NA,116.47,10.39,33.3,25.4,9.13,157,46.58,NA,NA,140,KL,0,0.59489432,0.40510568,oak,west,M
NA,,6-Jan-25,23.6,M_86,1783-24800,NA,,S12-005,,,,YYU,AY,M,ASY,5/20/12,2012,SZ CPC,-119.7294441,33.97807604,Estimate,NA,Yes,No,No,Yes,No,1.V12.G4,NA,125.52,10.58,34.49,26.18,9.82,154,48.99,49.06,NA,137,MAD,0,0.38907468,0.61092532,oak,central,M
NA,,6-Jan-25,52.3,M_87,1783-24833,NA,,F11-006,,,,KOR;AK,NA,M,AHY,9/13/11,2011,SZ Off-plot,-119.82108,34.0455181,Trap Setup,NA,Yes,No,No,Yes,Yes,1.V10.A6,NA,124,10.52,34.29,26.34,9.28,153,47.35,NA,NA,139,KL,0,0.39620299,0.60379702,oak,west,M
NA,,6-Jan-25,83.7,M_88,1783-24834,NA,,F11-009,,,,-;AK,NA,M,AHY,9/14/11,2011,SZ Off-plot,-119.77537,34.0400955,Trap Setup,NA,Yes,No,No,Yes,Yes,1.V10.A9,NA,NA,10.84,34.84,26.17,9.17,156,46.47,NA,NA,142,KL,0,0.3478393,0.6521607,oak,west,M
NA,,6-Jan-25,53.4,M_89,1783-24850,NA,,F11-062,,,,BGP;AW,NA,M,HY,10/7/11,2011,SZ Off-plot,-119.81626,34.0167002,Trap Setup,NA,Yes,No,No,Yes,Yes,1.V10.G7,NA,104.37,9.39,31.19,23.25,8.76,144,45.46,NA,NA,129,KL,0.28692688,0.37404165,0.33903147,pine,west,F
NA,,19-Dec-25,43.3,M_9,1363-74566,NA,,F09-065,,,,GUK;AW,NA,M,AHY,10/8/09,2009,SZ Off-plot,-119.80603,34.0164654,Trap Setup,NA,No,No,No,Yes,Yes,1.V2.H2,NA,119.06,10.4,35.59,27.72,9.6,152,47.04,47.2,NA,136,KL,0.32912681,0.3179207,0.35295249,pine,west,M
NA,,6-Jan-25,55.7,M_90,1783-24852,NA,,F11-064,,,,ORK;WA,NA,M,HY,10/8/11,2011,SZ Off-plot,-119.86156,34.0106507,Trap Setup,NA,Yes,No,No,Yes,Yes,1.V10.G9,NA,119.44,10.25,33.82,24.83,8.77,152,45.32,NA,NA,136,KL,0,0.13696109,0.86303891,oak,west,M
NA,,6-Jan-25,86.7,M_91,1783-24853,NA,,F11-066,,,,RRG;AW,NA,M,HY,10/9/11,2011,SZ Off-plot,-119.85324,34.0180017,Trap Setup,NA,Yes,No,No,Yes,Yes,1.V10.H2,NA,119.97,10.08,33.56,25.05,9.44,142,47,NA,NA,131,KL,0,0.16987848,0.83012152,oak,west,M
NA,,6-Jan-25,57.3,M_92,1783-24854,NA,,F11-067,,,,KGB;AW,NA,M,AHY,10/9/11,2011,SZ Off-plot,-119.83144,34.0171987,Trap Setup,NA,Yes,No,No,Yes,Yes,1.V10.H3,NA,118.92,10.3,35.08,26.32,8.72,152,47.18,NA,NA,136,KL,0.14470043,0.73889899,0.11640058,pine,west,M
NA,,6-Jan-25,61.2,M_93,1783-24855,NA,,F11-068,,,,PUB;AW,NA,M,AHY,10/10/11,2011,SZ Off-plot,-119.80211,34.0039071,Trap Setup,NA,Yes,No,No,Yes,Yes,1.V10.H4,NA,116.82,10.31,33.55,25.01,9.48,158,46.21,NA,NA,136,KL,0,0.51365643,0.48634357,oak,west,M
NA,,6-Jan-25,57.7,M_94,1783-24856,NA,,F11-071,,,,GPG;AU,NA,M,AHY,10/13/11,2011,SZ Off-plot,-119.65173,34.0110296,Trap Setup,NA,Yes,No,No,Yes,Yes,1.V10.H7,NA,125.96,10.06,34.21,26.29,9.02,164,48.32,NA,NA,141,KL,0,0.16459184,0.83540816,oak,east,M
NA,,6-Jan-25,82.8,M_95,1783-24860,NA,,F11-077,,,,KWR;AU,NA,M,AHY,10/14/11,2011,SZ Off-plot,-119.62332,34.00211,Trap Setup,NA,Yes,No,No,Yes,Yes,1.V10.I4,NA,114.43,10.02,34.92,26.1,8.96,161,47.04,NA,NA,138,KL,0.03754285,0.43532826,0.52712889,pine,east,M
NA,,6-Jan-25,101,M_96,1783-24863,NA,,F11-083,,,,WRK;AB,NA,M,AHY,10/16/11,2011,SZ Off-plot,-119.7732,33.9773106,Trap Setup,NA,Yes,No,No,Yes,Yes,1.V11.A1,NA,122.37,10.28,32.99,23.94,9.38,158,45.69,NA,NA,138,KL,0,0.41035756,0.58964244,oak,west,M
NA,,7-Jan-25,83.5,M_97,1783-24864,NA,,F11-087,,,,KGR;AU,NA,M,AHY,10/17/11,2011,SZ Off-plot,-119.68256,33.9989294,Trap Setup,NA,Yes,No,No,Yes,Yes,1.V11.A5,NA,114.9,9.81,33.13,24.64,8.82,152,46.32,NA,NA,137,KL,0,0.56187763,0.43812237,oak,central,M
NA,,7-Jan-25,49,M_98,1783-24865,NA,,F11-088,,,,UGB;AO,NA,M,AHY,10/24/11,2011,SZ Off-plot,-119.57293,34.0391106,Trap Setup,NA,Yes,No,No,Yes,Yes,1.V11.A6,NA,128,10.51,34.34,25.58,8.89,158,47.02,NA,NA,138,KL,0,0.15741196,0.84258804,oak,east,M
NA,,7-Jan-25,49.9,M_99,1783-24868,NA,,F11-095,,,,WGU;AO,NA,M,AHY,10/26/11,2011,SZ Off-plot,-119.58297,34.0411179,Trap Setup,NA,Yes,No,No,Yes,Yes,1.V11.B3,NA,124,10.21,34.06,25.51,9.19,151,47.36,NA,NA,137,KL,0,0.18112234,0.81887766,oak,east,M
NA,,8-Dec-25,11.9,U_1,1363-74568,NA,,F09-067,,,,BPW;AU,NA,?,HY,10/11/09,2009,SZ Off-plot,-119.6324,33.9931081,Trap Setup,NA,No,No,No,Yes,Yes,1.V2.H4,NA,115.62,10.42,33.32,24.79,8.66,148,46.52,46.72,NA,132,KL,0,0.12663959,0.87336041,oak,east,M
NA,,8-Dec-25,7.39,U_10,1783-24837,NA,,F11-017,,,,YYG;AY,NA,?,AHY,9/24/11,2011,SZ Off-plot,-119.71388,33.9871624,Trap Setup,NA,Yes,No,No,Yes,Yes,1.V10.B8,NA,126,10.29,34.46,26.5,8.66,159,47.36,NA,NA,140,KL,0,0.56246197,0.43753803,oak,central,M
NA,,8-Dec-25,7.61,U_11,1783-24881,NA,,F11-118,,,,KOP;AR,NA,?,AHY,11/13/11,2011,SZ Off-plot,-119.68844,33.986982,Trap Setup,NA,Yes,No,No,Yes,Yes,1.V11.D6,NA,120.64,10.67,32.33,22.72,8.49,152,44.14,NA,NA,136,KL,0,0.90953007,0.09046993,oak,central,M
NA,,8-Dec-25,13,U_12,1783-24889,NA,,F11-143,,,,KBP;AU,NA,?,HY,11/28/11,2011,SZ Off-plot,-119.63944,33.9953732,Trap Setup,NA,Yes,No,No,Yes,Yes,1.V11.F8,NA,120.27,10.03,34.45,26.37,8.67,150,48.49,NA,NA,134,KL,0,0.39398255,0.60601745,oak,east,M
NA,,9-Dec-25,88.6,U_13,1783-24896,1713-24920,,F11-165,,,,YYB;AG,NA,?,HY,12/7/11,2011,SZ Off-plot,-119.69234,34.024571,Trap Setup,NA,Yes,No,No,Yes,Yes,1.V11.H7,original band 1713-24920,104,9.27,31.73,23.77,8.46,141,44.62,NA,NA,130,KL,0.20006272,0.45277015,0.34716713,pine,central,F
NA,,9-Dec-25,43,U_14,1783-43415,NA,,S12-020,,,,BBO;AR,NA,?,SY,6/8/12,2012,SZ Off-plot,-119.69028,33.9908904,Trap Setup,NA,Yes,No,No,Yes,No,1.V12.H9,NA,118.53,10.88,31.46,22.48,9.62,149,47.5,47.35,NA,136,CAW,0,0.44275622,0.55724378,oak,central,M
NA,,9-Dec-25,8.09,U_15,1783-43419,NA,,S12-024,,,,GGO;AR,NA,?,ASY,6/8/12,2012,SZ Off-plot,-119.68971,33.989199,Trap Setup,NA,Yes,No,No,Yes,No,1.V12.I3,NA,118.02,10.64,33.69,24.27,9.86,151,48.7,48.88,NA,134,MAD,0,0.75457976,0.24542024,oak,central,M
NA,,9-Dec-25,27.7,U_16,1783-43424,NA,,S12-029,,,,ROO;AR,NA,?,ASY,6/10/12,2012,SZ Off-plot,-119.68886,33.9875319,Trap Setup,NA,Yes,No,No,Yes,No,1.V12.I8,NA,125.41,10.78,33.56,24.01,9.53,0,48.78,48.74,NA,136,MAD,0,0.92224064,0.07775936,oak,central,M
NA,,8-Dec-25,17.3,U_17,1783-43426,NA,,S12-031,,,,BYU;AR,NA,?,SY,6/11/12,2012,SZ Off-plot,-119.73775,33.9959186,Trap Setup,NA,Yes,No,No,Yes,No,1.V12.I10,NA,123.54,10.31,34.9,24.54,8.74,0,48.21,48.19,NA,0,MAD,0,0.82963791,0.1703621,oak,central,M
NA,,8-Dec-25,8.12,U_18,1793-17819,NA,,F15-148,,,,KUG;AOS,NA,?,HY,12/11/15,2015,SZ SC,-119.57978,34.0392555,Trap Setup,NA,Yes,No,No,Yes,Yes,1.W4.H4,very pale,114.3,10.44,34.61,25.29,9.71,147,46.91,46.93,NA,134,EMD,0,0.33969701,0.66030299,oak,east,M
NA,,8-Dec-25,14.5,U_19,1793-17896,NA,,F19-072,,,,-;-,NA,?,HY,11/15/19,2019,SZ PEL,-119.69936,34.0082979,Trap Setup,NA,Yes,NA,NA,Yes,Yes,1.W12.H9,NA,123.2,10.13,34.11,25.4,8.49,148,47.9,NA,NA,135,COC,0,0.38261711,0.61738289,oak,central,M
NA,,8-Dec-25,5.52,U_2,1603-78762,NA,,F10-135,,,,BBU;AR,NA,?,HY,11/11/10,2010,SZ Off-plot,-119.74584,33.9987222,Trap Setup,NA,Yes,No,No,Yes,Yes,1.V6.F8,NA,100.66,9.19,31.99,23.99,8.77,141,44.64,NA,NA,127,KL,0,0.81484852,0.18515148,oak,central,F
NA,,8-Dec-25,23.6,U_20,1793-17898,NA,,F19-075,,,,-;-,NA,?,HY,11/15/19,2019,SZ PEL,-119.68801,34.0112061,Trap Setup,NA,Yes,NA,NA,Yes,Yes,1.W12.I3,NA,122.9,10.23,32.3,23.35,8.95,148,46.23,NA,NA,131,MAY,0,0.46301624,0.53698376,oak,central,M
NA,,9-Dec-25,14.1,U_21,1833-00358,NA,,F15-144,,,,OYW;AOO,NA,?,AHY,12/10/15,2015,SZ SC,-119.57929,34.0362907,Trap Setup,NA,Yes,No,No,Yes,Yes,1.W4.G9,NA,112.9,10.64,34.32,25.19,9.78,149,46.77,46.39,NA,135,EMD,0,0.41336352,0.58663648,oak,east,M
NA,,9-Dec-25,20.7,U_22,1833-00359,NA,,F15-152,,,,BBG;AOO,NA,?,AHY,12/12/15,2015,SZ SC,-119.57915,34.0359961,Trap Setup,NA,Yes,No,No,Yes,Yes,1.W4.H8,NA,120.3,10.42,32.66,24.15,9.8,157,45.68,45.86,NA,138,KLR,0,0.40819013,0.59180987,oak,east,M
